,abstract_id,sentence_index,synonym_tokens,original_tokens,attack_successful,num_changed,divergence,token_index,num_queries,changed_sentences,num_entities_changed,synonym_prob,semantic_sim,attack_type,comp_mode,original_token,synonym
0,16715577,0,itate,med,False,1,22.305675506591797,2.0,7,[],0.0,0.07882802933454514,0.6367110013961792,insert,,,
1,16715577,0,itect,med,False,2,24.318008422851562,1.0,8,[],0.0,0.27971720695495605,0.6279970407485962,replace,,,
2,16715577,0,,,False,0,,,8,,,,,,,,
3,16715577,1,;,2006,False,1,0.2967722415924072,0.0,5,[],0.0,0.07078228890895844,0.7218382954597473,replace,,,
4,16715577,1,Total,37,False,2,0.5299320220947266,3.0,6,[],0.0,0.059281591325998306,0.78458571434021,replace,,,
5,16715577,1,),4,False,3,0.776492714881897,5.0,7,[],0.0,0.07228714972734451,0.9858958721160889,replace,,,
6,16715577,1,,,False,0,,,7,,,,,,,,
7,16715577,2,t,g ##lim,False,1,17.093151092529297,20,47,[],0,0.12699557840824127,0.8111100196838379,merge,,,
8,16715577,2,abetic,##h,False,2,17.22335433959961,15,48,[],0,0.111141636967659,0.8410997986793518,insert,,,
9,16715577,2,ocy,##iri,True,3,22.60346031188965,24,49,[2],1,0.3680404722690582,0.9562697410583496,insert,,,
10,16715577,3,Kir,elias,False,1,20.44731903076172,1,62,[],0,0.06618703156709671,0.6592053174972534,insert,,,
11,16715577,3,df,##g,True,2,22.664588928222656,5,63,[3],1,0.011763623915612698,0.9396247863769531,insert,,,
12,16715577,4,itative,author,False,1,17.463727951049805,1,24,[],0,0.4583463966846466,0.9510250091552734,insert,,,
13,16715577,4,icia,pol,False,2,20.478416442871094,11,25,[],0,0.16993601620197296,0.9505862593650818,insert,,,
14,16715577,4,ici,a,False,3,21.53023338317871,15,26,[],0,0.06402402371168137,0.8482896685600281,insert,,,
15,16715577,4,cho,##li o,False,4,21.567630767822266,8,27,[],0,0.08176933228969574,0.9279314279556274,merge,,,
16,16715577,4,Brazil,pol ##is,False,5,20.390522003173828,10,28,[],0,0.02337503992021084,0.9102685451507568,merge,,,
17,16715577,4,ão,s,False,6,21.595844268798828,14,29,[],0,0.09148873388767242,0.904216468334198,insert,,,
18,16715577,4,ia,paulo,False,7,21.574687957763672,17,30,[],0,0.10112815350294113,0.904645562171936,insert,,,
19,16715577,4,ia,brazil,True,8,22.039995193481445,19,31,[4],2,0.2258666604757309,0.9024103879928589,insert,,,
20,16715577,5,ibrary,##ol,False,1,18.050737380981445,6,66,[],0,0.19766747951507568,0.6083228588104248,insert,,,
21,16715577,5,raham,g,False,2,19.81300163269043,3,67,[],0,0.07466480135917664,0.6761562824249268,insert,,,
22,16715577,5,abetes,##dm,False,3,20.412763595581055,19,68,[],0,0.16842323541641235,0.8732509016990662,insert,,,
23,16715577,5,fasting,adequate,False,4,21.165454864501953,26,69,[],0,0.16555248200893402,0.7568224668502808,insert,,,
24,16715577,5,gly,##ly,False,5,22.305147171020508,28,70,[],0,0.5659544467926025,0.8933713436126709,insert,,,
25,16715577,5,alcohol,##dia ##bet,False,6,21.877180099487305,34,71,[],0,0.43861815333366394,0.9036835432052612,merge,,,
26,16715577,5,com,g @,True,7,21.101598739624023,2,72,[5],1,0.06117068976163864,0.9619346261024475,merge,,,
27,16715577,6,diabetic,these,False,1,15.779800415039062,13,43,[],0,0.5334177613258362,0.8872710466384888,insert,,,
28,16715577,6,diabetic,of,False,2,17.37850570678711,19,44,[],0,0.2604883909225464,0.8696099519729614,insert,,,
29,16715577,6,supplementation,insulin,False,3,19.311927795410156,1,45,[],0,0.7595692276954651,0.8652193546295166,insert,,,
30,16715577,6,clinically,been,False,4,19.664066314697266,3,46,[],0,0.4307352602481842,0.8875499963760376,insert,,,
31,16715577,6,ogly,##ly,False,5,20.7338924407959,8,47,[],0,0.5610268712043762,0.8061903715133667,insert,,,
32,16715577,6,olester,##og,False,6,21.983932495117188,22,48,[],0,0.1472856104373932,0.8742223978042603,insert,,,
33,16715577,6,supplementation,insulin,False,7,22.30189323425293,0,49,[],0,0.10622160136699677,0.7896543741226196,replace,,,
34,16715577,6,mia,##ce,False,8,22.35959815979004,24,50,[],0,0.5387489199638367,0.8434728384017944,insert,,,
35,16715577,6,ory,g,False,9,23.20616912841797,7,51,[],0,0.2664751708507538,0.8355492353439331,insert,,,
36,16715577,6,rats,these patients,False,10,22.86658477783203,12,52,[],0,0.23215024173259735,0.7943270802497864,merge,,,
37,16715577,6,hyper,improve g,False,11,22.758146286010742,5,53,[],0,0.6428262591362,0.8647506237030029,merge,,,
38,16715577,6,glucose,##mic,True,12,23.062273025512695,10,54,[6],2,0.765180766582489,0.7669494152069092,insert,,,
39,16715577,7,observational,this,False,1,12.959419250488281,1,84,[],0,0.15789981186389923,0.9355313777923584,insert,,,
40,16715577,7,supplementation,##e,False,2,15.497200012207031,13,85,[],0,0.06944728642702103,0.8548498153686523,insert,,,
41,16715577,7,abetic,##h,False,3,16.199981689453125,16,86,[],0,0.10725244134664536,0.9198782444000244,insert,,,
42,16715577,7,diabetic,of,False,4,17.098312377929688,46,87,[],0,0.6278277039527893,0.9365166425704956,insert,,,
43,16715577,7,regimen,dose,False,5,18.154237747192383,28,88,[],0,0.28505685925483704,0.8444897532463074,insert,,,
44,16715577,7,ocy,##iri,False,6,18.834980010986328,33,89,[],0,0.30896472930908203,0.8465335965156555,insert,,,
45,16715577,7,ly,##ce,False,7,19.934432983398438,41,90,[],0,0.14860929548740387,0.8610379695892334,insert,,,
46,16715577,7,ogly,##ly,True,8,20.099472045898438,40,91,[7],1,0.5821169018745422,0.8853247165679932,insert,,,
47,16715577,8,cluding,in,False,1,10.552581787109375,3,110,[],0,0.30431848764419556,0.8139427900314331,insert,,,
48,16715577,8,diabetic,##dm,False,2,13.014957427978516,23,111,[],0,0.20143897831439972,0.8244562149047852,insert,,,
49,16715577,8,randomized,",",True,3,13.513259887695312,20,112,[8],1,0.014263328164815903,0.9252779483795166,insert,,,
50,16715577,9,mid,primary end,True,1,3.9310882091522217,1,32,[9],1,0.4673275053501129,0.9104912877082825,merge,,,
51,16715577,10,r,similar h,True,1,3.0169453620910645,12,63,[15],1,0.050345636904239655,0.7774866819381714,merge,,,
52,16715577,11,diabetic,nocturnal,False,1,25.68704605102539,2,59,[],0,0.30527612566947937,0.7814741134643555,insert,,,
53,16715577,11,diabetic,nocturnal,True,2,26.476076126098633,1,60,[16],3,0.23488637804985046,0.887622594833374,replace,,,
54,16715577,12,injections,##e,False,1,19.897382736206055,7,67,[],0,0.3704907298088074,0.9119744300842285,insert,,,
55,16715577,12,gly,##ly,False,2,22.954504013061523,28,68,[],0,0.8005363345146179,0.8975784778594971,insert,,,
56,16715577,12,ty,insulin g,False,3,21.77442169189453,2,69,[],0,0.1021432876586914,0.8521609306335449,merge,,,
57,16715577,12,treated,patients receiving,False,4,19.11016082763672,0,70,[],0,0.0476217083632946,0.8989813327789307,merge,,,
58,16715577,12,cy,##lar,False,5,21.848966598510742,5,71,[],0,0.19452176988124847,0.9798757433891296,insert,,,
59,16715577,12,ose,##ba ##1,True,6,22.09064483642578,14,72,[11],1,0.168122798204422,0.9127504229545593,merge,,,
60,16715577,13,antidepressant,pronounced,False,1,17.291919708251953,5,44,[],0,0.10217274725437164,0.8757127523422241,insert,,,
61,16715577,13,ocy,##lar,False,2,18.31313705444336,12,45,[],0,0.15331575274467468,0.9438000321388245,insert,,,
62,16715577,13,placebo,vs,False,3,20.554405212402344,15,46,[],0,0.7016228437423706,0.7666608691215515,insert,,,
63,16715577,13,abetic,##h,False,4,21.150230407714844,18,47,[],0,0.199649378657341,0.9222713708877563,insert,,,
64,16715577,13,injections,vs,False,5,22.063846588134766,14,48,[],0,0.0684177502989769,0.9217628836631775,replace,,,
65,16715577,13,and,satisfaction,True,6,22.366056442260742,7,49,[12],1,0.14434170722961426,0.9703625440597534,insert,,,
66,16715577,14,diabetic,of,False,1,13.157395362854004,3,53,[],0,0.6249813437461853,0.8587079048156738,insert,,,
67,16715577,14,ality,proportion,False,2,12.982192993164062,2,54,[],0,0.966535747051239,0.8381851315498352,insert,,,
68,16715577,14,fasting,with,False,3,14.454317092895508,18,55,[],0,0.05254242196679115,0.8181763887405396,insert,,,
69,16715577,14,placebo,vs,False,4,16.352481842041016,24,56,[],0,0.3040348291397095,0.7949672341346741,insert,,,
70,16715577,14,supplementation,##e,False,5,17.433929443359375,23,57,[],0,0.06535576283931732,0.8642866015434265,insert,,,
71,16715577,14,ine,##h,False,6,17.681964874267578,27,58,[],0,0.09790202975273132,0.9192389249801636,insert,,,
